action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4]
24.61923732309905,0.0,1.3372504679037478,0.7591213638764334,75.0,50.0,50.0,50.0
1.7294442259747003,0.0,0.17788458155074688,1.3715759948188524,52.570898654173114,83.3697580913321,67.4132703003293,79.32864987226036
4.419923398845121,0.14870777598081245,0.6617475810755448,0.41582968235471246,54.46024115045309,91.62796844307199,84.96483189859626,104.99174026592738
2.7005698733569967,0.6179726541460441,0.0,0.0,53.55809176555614,101.70721326012438,100.8466220537799,129.73614585488306
3.1834900784163827,2.2293744518205685,0.0,1.6516785232027247,54.4239728733728,108.62654439766848,116.3881888811049,151.34400041581074
3.105246209165612,10.402451241291946,0.0,1.4493217210808207,54.76022937997026,113.6923929015714,131.85973937515763,168.2834885621139
4.710046187348057,5.004526492468351,1.1492773271859953,0.0,55.156391039092796,109.94612214232359,153.59386557818843,182.74123806109014
2.4389727964322585,9.942296797850178,1.0378510361602609,0.0,53.926002260539654,113.61973653949597,165.69990053404567,197.28611223788556
6.022144613226298,5.40966453569957,1.3961618476444424,0.0,55.0337272137299,109.6755691241585,180.93885301033532,208.98905505673795
2.5928997047672464,8.827359023031503,0.0,0.965258238862231,52.49799134349292,114.28573425028105,188.6720947964381,218.70562671419762
