action: flow[$t1],action: flow[$t2],action: flow[$t3],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3]
25.398649043760052,0.0,0.0,75.0,50.0,50.0
2.732654404714455,0.0,0.048803492127054954,51.79148693351211,84.14916981199309,68.75052076823305
3.8366271434475836,0.5740895690292951,0.2626986206272764,52.71825297608513,93.34545982530392,86.34026153904288
1.2580030232805939,0.0,0.0,52.49266231406946,102.25763411732778,102.92896135273261
5.7931263016618955,2.8450562200987948,0.08581347701701852,54.85755212752983,108.29643225857986,117.64112424829851
1.5852198169589071,9.885344117237471,0.0,52.56050488240799,115.39189939493517,133.49659972142624
2.484142533547509,6.474509493720146,0.35887907287395887,54.59461764049324,110.44889478492533,154.49771588278077
4.443537619046862,6.806000880660921,0.9780321641514169,55.62092917655992,110.37144229866885,168.72599715858584
4.734509089183873,8.405154684742024,0.08885348109591605,54.63134512824871,111.93041033586495,180.38717652476157
3.9242629680249594,9.104478816219432,1.2569489788695822,53.40528630477723,112.00862827232945,192.52180265895578
