states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
60.191057527423666,65.49769345528776,57.738583870856104,101.73908491097656,59.833580235455905
51.151471633377284,58.73164755769034,97.76506918534255,105.90429757328394,101.44751405030587
55.020416333630166,52.98393434210427,86.22506085125488,122.45013376512453,168.32045470788614
26.820690961203773,81.35165396661348,112.2365669630462,122.96649670927853,211.624591399858
31.23695353180922,42.08808098295976,125.45209547135507,134.0910437061326,292.1318263077433
34.644644827672,42.930305889755694,138.61654085580304,154.58060250342453,324.22790592334474
39.2860417447468,47.79028808667671,118.82036597223946,165.69162354696442,393.4116806493726
32.3974866857644,46.689052050247774,129.07112901343132,164.3628915951614,462.47944065539514
28.021526566867216,64.33556549496001,89.81469588765833,147.87578662949488,574.9524254210196
27.33586372083978,54.44765395015144,94.51498102960628,214.9601116448842,583.7413896545183
31.939748723561504,48.30692209764353,117.89794247645571,75.69374723904482,771.1616394632945
35.10636671942444,33.24406706918536,87.01295977831622,140.2719182065096,819.3646882265645
26.71439364252071,53.83510330201252,82.06304604399554,141.5004612525683,880.886995758903
25.697957858439022,59.36337439100503,78.41859232494537,97.96209126143322,993.5579841641775
25.609817412348438,53.68345996418095,70.48346721859852,105.9890937120995,1069.2341616927727
25.269948871113897,59.908537115533115,87.82131641409428,146.53455249846823,1075.4656451007907
26.354870712008506,65.0440157251184,107.22672795686212,85.93976702070273,1180.4346185853085
26.207371082135317,75.29756674589257,84.86449431101713,153.27530616658896,1195.3552616943662
30.860313137715302,51.01834230565478,113.02391352958702,168.29061627488122,1241.8068147521617
35.41099786792474,45.58663367260243,109.00368148874186,128.6867711991245,1356.3119157716064
25.77674409123664,46.344272032090245,136.67501645474198,173.97238372325032,1362.2315836986807
27.100608476141705,35.88039468602844,80.21740381848564,182.837703434942,1488.963889584402
27.075752428202293,44.09965840132112,106.05898053632589,73.37817138358832,1634.3874372505622
30.65944078431116,41.393406348006906,86.22939472692346,104.9183317005066,1691.7994264402519
27.91739466102622,47.57225341871249,93.070815802534,122.1462157654899,1734.2933203522373
31.81233398275872,55.87061230243049,74.06282695568488,129.65983388919557,1803.5943928699303
25.359284452514984,45.64899028542865,115.27849218952352,141.65654960429558,1837.0566834682372
29.40727196521316,37.52228609862541,83.54274336893215,125.05810360255008,1959.4695949646791
25.611074477561324,48.368139242065276,107.32917202162378,122.35589006846773,2001.3357241902818
28.46266134280047,54.261755354306246,69.02101227406065,172.3371504443249,2050.9174205845075
25.221343835433494,43.80386505885189,78.94060604625149,169.75578588892986,2127.278399170533
25.002590256769807,54.26345653217069,59.99179612168855,172.38318207526368,2203.358975014107
27.94509489949929,34.793289593261115,77.13786850768491,105.77915041156375,2339.3445965879905
27.938358431568883,36.56051069982373,70.59125304429824,114.5075317091391,2405.4023461151696
28.86036336010426,35.69357198575345,103.9093372598042,126.30550317566806,2430.2312242186695
29.34545952753284,46.0434332941644,106.91157072197784,89.08198266147366,2523.6175537948507
27.314794558191977,49.247557589269206,113.93719875291495,133.00832345280813,2541.492125646815
28.33764863947429,40.94428134681865,126.82304542187475,173.7355401863564,2565.1594844054753
28.875783027989556,51.1172725005868,71.37956393608945,231.07626106989585,2622.5511194654378
27.649499612350677,40.76771523434934,107.76735485008226,170.39968411578596,2728.415746187431
25.556915975583067,46.61468040813921,86.49784479951217,195.25776955031822,2791.0727892664468
25.935580662476884,53.29451511524934,53.47580406836744,168.1661637093675,2914.127936444538
27.13214567332125,48.832476675329545,77.07091462913169,148.46008280321524,2983.5043802190016
25.949959894367176,47.48301636413323,89.84487663752628,107.78496922677137,3083.9371778772015
25.680917857733323,47.90699881649767,93.16687740313989,135.97707744061597,3122.268128482013
30.31809867398984,32.9145493102329,100.30078799068653,104.83613429644615,3226.6304297286442
34.77349229928544,38.96092258490293,75.5593145308612,145.32072130209693,3270.385549282853
26.435855305616577,53.45144798295632,70.36135147281627,196.62628915185024,3288.12505608676
30.258818964307448,49.44576494223339,95.91094199240486,202.01445149679162,3327.3700226042624
31.669812599899814,36.243311723991226,91.26905583238089,214.02983324411883,3401.787986599609
25.865318329015842,42.5251678950569,90.60225193361372,106.7945491532291,3579.2127126890846
28.093671223104963,40.08138424578235,63.59922013951581,116.23927631954217,3666.986448072055
27.837602839319313,36.40795380199693,83.14131522665575,159.19937402945578,3678.4137541025725
27.19846846179184,40.61950180565436,93.36134222441633,110.6970815287034,3783.123605979434
25.80606489717083,37.250140152359904,107.70690572308855,86.57515273192067,3867.66173649546
28.10522838663946,38.32333358542776,65.07507376217544,187.93390040804826,3875.562463857709
28.086523249163562,50.49049163697351,76.30692718115552,114.1384276388294,3995.977630293878
