states: location[$x],states: location[$y]
0.0,-0.22863076715512365
0.06843962825040506,-0.22863076715512365
0.06843962825040506,0.016632185088841372
0.06843962825040506,0.20208599390532028
0.2689279160178696,-0.2653073797268107
0.09223275238653073,-0.2653073797268107
0.5519639647325082,-0.2653073797268107
0.5363202263230596,0.20193318908268715
0.5363202263230596,0.5821856344565979
0.8938623531347958,0.5821856344565979
1.0598795255002322,0.7502572852860487
1.0598795255002322,0.771148281599501
1.0598795255002322,1.0922522830949641
1.0016043468888916,1.0129005720018496
1.0016043468888916,1.0129005720018496
1.4046642774008047,1.1769063484371034
1.663864816756874,1.1769063484371034
1.663864816756874,1.1769063484371034
2.0024546327923085,1.5232830293307686
2.4335719835965337,1.2079934243925088
2.5942527120363383,1.2079934243925088
2.5942527120363383,1.2079934243925088
2.5942527120363383,1.2079934243925088
2.575126702005665,1.290856577222626
2.575126702005665,1.290856577222626
2.575126702005665,1.3449645175706542
2.575126702005665,1.3449645175706542
2.575126702005665,1.840258268701961
3.032954254053013,1.840258268701961
3.032954254053013,2.2503463319469312
3.3930582677820738,2.695814202474134
-1,-1
-1.0,-1.0
-0.9331770529149039,-1.0
-0.9331770529149039,-1.0
-0.9331770529149039,-0.8016863203440475
-0.9331770529149039,-0.8016863203440475
-0.9124451610633226,-0.8016863203440475
-0.6872707075448905,-0.8989857747552567
-0.6872707075448905,-0.8989857747552567
-0.7063284399389188,-0.703908386587309
-0.7063284399389188,-0.703908386587309
-0.7063284399389188,-0.7041132531399491
-0.2821197720597768,-0.7041132531399491
-0.2821197720597768,-0.3985164411764338
-0.2098115119344569,-0.3985164411764338
0.24065186381586368,-0.3985164411764338
0.30127602401477416,-0.17365386338331293
-0.08044875326165246,0.2806510027697041
-0.11617469225779663,0.2806510027697041
-0.11617469225779663,0.2806510027697041
0.23325438350992933,0.720230889030247
0.5564108496515493,0.720230889030247
0.6222026187253744,0.720230889030247
0.6222026187253744,0.9703441653217451
0.6222026187253744,0.7373439611562546
0.6222026187253744,0.7373439611562546
0.6222026187253744,0.7373439611562546
0.6222026187253744,1.0157518776074026
0.6222026187253744,1.0157518776074026
0.6222026187253744,1.0157518776074026
0.6222026187253744,1.495569626858345
0.6222026187253744,1.495569626858345
0.6222026187253744,1.4331622968505129
0.9620454989658931,1.4331622968505129
0.9620454989658931,1.8951036096694232
1.1278629439075425,1.8951036096694232
1.1278629439075425,1.8951036096694232
1.1278629439075425,1.8951036096694232
1.5722531150503234,1.8951036096694232
1.5722531150503234,1.6466896055806859
1.8615847153749958,1.6466896055806859
2.30216034167486,1.6466896055806859
2.30216034167486,1.818038041917884
2.30216034167486,1.818038041917884
2.4595391043733392,2.1724287456644937
2.7562242028430433,1.94564279109145
2.7562242028430433,2.34648446705048
2.6736030362856895,2.34648446705048
3.102819419470789,2.8179771342164233
3.102819419470789,2.8179771342164233
3.102819419470789,2.8179771342164233
3.102819419470789,2.3210719980453884
3.2301727098895676,2.3210719980453884
3.633343947096398,2.3210719980453884
3.8335163859560972,2.3210719980453884
3.9323248651478826,2.178098258833699
3.9323248651478826,2.00879393332034
4.227566161441541,2.158990160451279
4.558215406404914,2.0916596513610015
4.610943133511086,2.052043932755252
4.812240836258006,2.052043932755252
4.826918385081729,2.052043932755252
4.703036313702035,2.052043932755252
4.9288018081706495,2.052043932755252
4.9288018081706495,1.5769847565169204
4.9288018081706495,1.9741410020787358
5.007790466391175,2.0901349163269556
5.0636104482389115,2.0901349163269556
5.0636104482389115,2.0901349163269556
0.3565786542175299,0.345241485491262
0.365316940294146,0.757365883093153
0.3536007728874097,0.6884198724605629
0.3536007728874097,0.6884198724605629
0.6218822391394101,0.404414517737378
0.6218822391394101,0.404414517737378
0.6218822391394101,0.4897790288584469
0.6218822391394101,0.7185893816853923
0.6218822391394101,0.7550930752075109
0.868290462024625,0.7550930752075109
0.868290462024625,0.7550930752075109
0.8260168383108635,1.211262131159445
0.9568294800396568,1.498513687079476
0.9568294800396568,1.498513687079476
0.9568294800396568,1.498513687079476
0.6707956937979808,1.498513687079476
0.9383051200410558,1.498513687079476
0.5368823739698795,1.498513687079476
0.867149211301789,1.498513687079476
0.867149211301789,1.498513687079476
0.867149211301789,1.8857404639476028
0.867149211301789,1.708766270820255
0.867149211301789,1.8474726693834052
0.9098320905475119,2.1086151028528093
0.9098320905475119,2.1086151028528093
0.9098320905475119,2.492378123328132
0.9098320905475119,2.6973155853141884
1.1695293695985853,2.6973155853141884
1.1695293695985853,2.843109937022239
1.1695293695985853,2.843109937022239
1.1695293695985853,2.614033306521799
1.395317363202685,3.071489807741603
1.395317363202685,3.0988774588861188
1.395317363202685,3.0988774588861188
1.395317363202685,3.556659248474166
1.395317363202685,3.556659248474166
1.5171581470259896,3.556659248474166
1.5171581470259896,3.7664877403325994
1.5171581470259896,3.7664877403325994
1.7990286185465103,3.7664877403325994
1.7990286185465103,3.7736863466393427
1.7603444909253352,4.215807398387207
1.7603444909253352,4.452581280023129
1.9682296275001765,4.758302895505951
1.9682296275001765,4.758302895505951
1.7843517399931828,4.758302895505951
1.7843517399931828,4.663206263926356
1.7843517399931828,4.663206263926356
1.7843517399931828,5.017009135650696
1.7843517399931828,5.35821051836774
1.8100289990884944,5.667024597264864
1.8100289990884944,6.08142871339682
1.7310058492507834,6.08142871339682
2.111881026450226,6.08142871339682
2.111881026450226,6.301311797362678
2.0225527163327204,6.301311797362678
2.0225527163327204,6.301311797362678
2.0225527163327204,6.301311797362678
2.0225527163327204,6.301311797362678
2.0225527163327204,6.323141260911154
2.0225527163327204,6.370909336489122
1.941831817583036,6.395889566585591
1.9633886919089818,6.395889566585591
1.9662186082967232,6.54521456098331
2.1094760251465465,6.54521456098331
2.1094760251465465,6.54521456098331
2.50078017209674,6.54521456098331
2.540407810808707,6.54521456098331
2.9197481302591766,6.54521456098331
3.068156185751821,6.540845574450274
3.203913371285715,6.540845574450274
3.684415041148176,6.540845574450274
4.152074448231363,6.176606844256327
4.408533452774328,6.166728602497453
4.408533452774328,6.22243926393716
4.437907301386272,6.22243926393716
4.437907301386272,6.22243926393716
4.437907301386272,6.4667080174588705
4.929321635134112,6.77722477872159
5.264746630569038,7.264187922296966
5.680461215832586,7.264187922296966
5.680461215832586,7.30807472159908
6.166376953165304,7.7990377841443275
6.166376953165304,7.7990377841443275
6.166376953165304,8.18750311540501
6.166376953165304,8.683212388197653
6.166376953165304,9.149222697123621
6.257258685464708,9.20574886150543
6.20643088601588,8.967786634364286
6.20643088601588,8.967786634364286
6.457111576148838,9.456527636954391
6.457111576148838,9.456527636954391
6.457111576148838,9.591551072087194
6.837590018105222,9.591551072087194
6.837590018105222,9.591551072087194
6.375513329110728,9.591551072087194
6.375513329110728,9.591551072087194
6.347054202784459,9.591551072087194
6.347054202784459,9.965683674481905
6.438619248921388,9.873162324719365
0.0,-0.42584342955192545
0.24923492343523382,-0.42584342955192545
0.24923492343523382,-0.42584342955192545
0.1520060071143509,-0.3763216998970643
0.1520060071143509,-0.3763216998970643
0.5980415376297393,0.11185974446048763
0.7605813486812213,-0.13869162455456863
1.0893630314679998,-0.13869162455456863
1.0117710997747422,-0.13869162455456863
1.0117710997747422,-0.09415735208965104
0.8535350188129264,-0.04167769027190152
1.2369369714547493,-0.04167769027190152
1.4429353919945442,0.36237611088927923
1.4429353919945442,0.36237611088927923
1.356454636674072,0.36237611088927923
1.7752498968840056,0.30566775695996595
1.9309094979554513,0.30566775695996595
1.9309094979554513,0.30566775695996595
2.0408873810179324,0.4772394186337269
1.9390531491627954,0.4772394186337269
1.9390531491627954,0.7621240502959807
2.1328098644190576,0.706510148292066
2.1328098644190576,0.7372486361918218
2.1328098644190576,0.9206355249206547
2.1328098644190576,0.9067588565612948
2.1036157143196657,0.8975432895340526
2.029053283287641,0.8975432895340526
2.029053283287641,0.9987840167941524
2.029053283287641,0.9987840167941524
2.092576800521403,0.9617156476832044
2.092576800521403,0.9617156476832044
2.3116173080587865,1.1661577889334858
2.3116173080587865,1.1661577889334858
2.5277333919934395,1.1661577889334858
2.9737962234722777,1.1661577889334858
3.0612828978646536,1.1661577889334858
3.206892233074305,1.1661577889334858
3.2808859934433467,1.5257869045014996
3.2632603218052605,1.5257869045014996
3.5918751533049895,1.5257869045014996
3.7120573094186944,1.5257869045014996
3.7120573094186944,1.5838679812538916
3.6787685278846323,1.5838679812538916
3.7719795816640804,1.5838679812538916
4.052483887201898,1.5838679812538916
4.189648362803743,1.5838679812538916
4.683217362261867,1.5838679812538916
4.683217362261867,1.5838679812538916
4.683217362261867,1.5924237867895474
4.683217362261867,1.5924237867895474
4.888047635214397,1.5924237867895474
5.022212984603765,1.2337737879761366
5.022212984603765,1.0956761337193002
5.23130468406663,1.0988621204633358
5.522994579639251,1.0988621204633358
5.522994579639251,1.0988621204633358
5.522994579639251,1.0988621204633358
5.416423443227832,1.0934529616942141
5.895680433565486,1.0148215647086576
6.256391309569979,1.0148215647086576
6.506056204108062,1.0148215647086576
6.669580749758741,1.0148215647086576
6.595115656893096,1.0611612112661528
6.748884165771435,0.9334280179940175
7.083661961063028,1.0638005330739462
7.083661961063028,1.0638005330739462
7.083661961063028,1.5103788307391306
7.442414699293365,1.8394961364593887
7.534682091231513,2.275499162695728
7.771363438970724,2.275499162695728
7.8962886346044945,2.672492178403549
8.152560587601803,2.672492178403549
8.500207158493655,3.0816836300606054
8.77790537966919,3.4976535912885787
8.77790537966919,3.6564665989329495
8.802172049032896,4.110153965685556
9.09281454550248,4.110153965685556
9.089615202770311,4.110153965685556
9.156047464048116,4.110153965685556
9.181515427758502,4.129493455288848
9.669799766639837,4.129493455288848
9.669799766639837,4.129493455288848
9.669799766639837,4.129493455288848
9.669799766639837,3.7061510530912996
9.669799766639837,3.792048671330301
9.669799766639837,3.7260200255278977
9.669799766639837,4.134001465255377
9.282400354655946,4.576124340401279
9.682859037558114,4.576124340401279
9.35759311556998,4.576124340401279
9.415244944898305,4.576124340401279
9.415244944898305,4.392784959659155
9.415244944898305,4.366168609778977
9.430657491803876,4.366168609778977
9.430657491803876,4.366168609778977
9.69726144660164,4.366168609778977
9.9789031941528,4.366168609778977
9.9789031941528,4.624334094792763
9.992560249753469,4.64711451433975
9.992560249753469,4.64711451433975
0.0,0.0
0.24294946853221724,0.07762197168387011
0.268683948930094,0.5774870590702904
0.268683948930094,0.5774870590702904
0.5864946299837017,0.5774870590702904
0.8287546474156451,0.8449134080272145
1.0512209334032492,0.8449134080272145
